alias,cluster_index,cluster_name
Trichoderma virens (fungus),29,Photosynthetic Pigments & Plant/Algal Physiology
Glutamine synthetase (GS),11,Microbial & Algal Bioprocessing
Unicellular green alga,2,Genomics & Genetic Engineering
Endo-xylanase,11,Microbial & Algal Bioprocessing
Scenedesmus quadricauda (microalga),14,Agricultural Residues & Biomass Valorization
Red blood cell,29,Photosynthetic Pigments & Plant/Algal Physiology
Photosystem II protein D1 (psbA),8,Photosynthesis & Light-Harvesting
C-Terminal domain,2,Genomics & Genetic Engineering
C-Terminal domain,4,Plant Cell Wall Enzymes & Carbohydrate Processing
2-Phenylethanol (2-PE),27,Metabolic Engineering & Synthetic Biology
Methanobacterium (archaea),11,Microbial & Algal Bioprocessing
Groundnut shell,14,Agricultural Residues & Biomass Valorization
Mitochondrial DNA,2,Genomics & Genetic Engineering
Bisphenol A (BPA),7,Heterogeneous Catalysis & Materials
Phosphoprotein,6,Eukaryotic Cell Biology & Organelles
16S rRNA amplicon,11,Microbial & Algal Bioprocessing
Grape pomace,10,Biorefinery Feedstocks & Biomass Processing
Dimethylallyl pyrophosphate (DMAPP),27,Metabolic Engineering & Synthetic Biology
Pyrene,27,Metabolic Engineering & Synthetic Biology
Flour,0,Industrial Enzymes & Fungal Bioprocessing
Coconut shell,14,Agricultural Residues & Biomass Valorization
Aspergillus awamori (fungus),0,Industrial Enzymes & Fungal Bioprocessing
Plant nutrient,23,Environmental Engineering & Waste Management
Cytochrome P450 monooxygenase,28,Cytochrome P450 & Redox Enzymes
Wood pellet,14,Agricultural Residues & Biomass Valorization
Geobacillus stearothermophilus,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Site-directed mutagenesis,22,Genetic Engineering Tools & Expression Systems
Rabbit,15,Animal & Human Cell Models
Control cell,15,Animal & Human Cell Models
Cresol,7,Heterogeneous Catalysis & Materials
Glucanase,0,Industrial Enzymes & Fungal Bioprocessing
Iron ore,23,Environmental Engineering & Waste Management
Dolomite (CaMg(CO3)2),23,Environmental Engineering & Waste Management
Parachlorella kessleri (microalga),11,Microbial & Algal Bioprocessing
Parachlorella kessleri (microalga),29,Photosynthetic Pigments & Plant/Algal Physiology
Olive mill wastewater (OMW),14,Agricultural Residues & Biomass Valorization
Iron–sulfur cluster,9,Metabolic Enzymes & Cofactors
Antisense RNA,27,Metabolic Engineering & Synthetic Biology
rRNA,2,Genomics & Genetic Engineering
Lectin,16,Marine & Algal Natural Products
Xylose repressor (XylR),24,Genetic Elements & Regulatory Sequences
Enzyme inhibitor,11,Microbial & Algal Bioprocessing
Sodium phosphate,15,Animal & Human Cell Models
Stearic acid (C18:0),29,Photosynthetic Pigments & Plant/Algal Physiology
Heptadecane (C17H36),13,Industrial Chemistry & Chemical Engineering
Acidic hydrolysis,11,Microbial & Algal Bioprocessing
Nicotinic acid (Vitamin B3),11,Microbial & Algal Bioprocessing
Nicotinic acid (Vitamin B3),27,Metabolic Engineering & Synthetic Biology
"Endo-1,4-beta-xylanase (EC 3.2.1.4)",11,Microbial & Algal Bioprocessing
Cysteine (Cys),9,Metabolic Enzymes & Cofactors
Aconitase,22,Genetic Engineering Tools & Expression Systems
Trichoderma reesei RUT (fungus),0,Industrial Enzymes & Fungal Bioprocessing
Pyrroloquinoline quinone (PQQ),27,Metabolic Engineering & Synthetic Biology
Glutamine synthetase,27,Metabolic Engineering & Synthetic Biology
C5+ hydrocarbon,13,Industrial Chemistry & Chemical Engineering
Ammonia nitrogen,14,Agricultural Residues & Biomass Valorization
Recombinant plasmid,27,Metabolic Engineering & Synthetic Biology
"Nitrogen, phosphorus, potassium (NPK)",23,Environmental Engineering & Waste Management
Galacto-oligosaccharide (GOS),0,Industrial Enzymes & Fungal Bioprocessing
Glucose oxidase,12,Microbial Genetics & Synthetic Biology
Transmembrane,7,Heterogeneous Catalysis & Materials
Lactose operon (lac operon),14,Agricultural Residues & Biomass Valorization
Mutant allele,2,Genomics & Genetic Engineering
Aromatic amine,7,Heterogeneous Catalysis & Materials
Water hyacinth,14,Agricultural Residues & Biomass Valorization
Maltose-binding protein (MBP),12,Microbial Genetics & Synthetic Biology
Glycerol-3-phosphate acyltransferase (GPAT),22,Genetic Engineering Tools & Expression Systems
Microcystin,16,Marine & Algal Natural Products
Iron ion (Fe2+),1,Inorganic Chemistry & Small Molecule Catalysis
Streptavidin-binding peptide (SBP),0,Industrial Enzymes & Fungal Bioprocessing
Calcium hydroxide (Ca(OH)2),13,Industrial Chemistry & Chemical Engineering
Chaetoceros calcitrans (microalga),14,Agricultural Residues & Biomass Valorization
Chaetoceros calcitrans (diatom),14,Agricultural Residues & Biomass Valorization
18S ribosomal DNA,14,Agricultural Residues & Biomass Valorization
Extracellular signal-regulated kinase (ERK),26,Cancer Biology & Human Disease Models
Combined heat and power (CHP),23,Environmental Engineering & Waste Management
Candida rugosa lipase,10,Biorefinery Feedstocks & Biomass Processing
p-Nitrophenyl acetate,4,Plant Cell Wall Enzymes & Carbohydrate Processing
D-Lactic acid,11,Microbial & Algal Bioprocessing
Millet,14,Agricultural Residues & Biomass Valorization
Thermomyces lanuginosus lipase,11,Microbial & Algal Bioprocessing
Aromatic species,13,Industrial Chemistry & Chemical Engineering
Aromatic species,7,Heterogeneous Catalysis & Materials
Inositol,22,Genetic Engineering Tools & Expression Systems
Butyl acetate,11,Microbial & Algal Bioprocessing
Propionic acid,18,Biochemicals & Green Chemistry
Polyhydroxyalkanoic acid (PHA),22,Genetic Engineering Tools & Expression Systems
Outer membrane protein,24,Genetic Elements & Regulatory Sequences
Pineapple (Ananas comosus),0,Industrial Enzymes & Fungal Bioprocessing
"1,2-Propanediol (2-PDO)",1,Inorganic Chemistry & Small Molecule Catalysis
Enteromorpha (alga),14,Agricultural Residues & Biomass Valorization
Tyrosinase,29,Photosynthetic Pigments & Plant/Algal Physiology
Phthalate,27,Metabolic Engineering & Synthetic Biology
Medium-chain-length polyhydroxyalkanoate (mcl-PHA),27,Metabolic Engineering & Synthetic Biology
Malonyl-CoA reductase,27,Metabolic Engineering & Synthetic Biology
Photosystem II complex (PSII complex),8,Photosynthesis & Light-Harvesting
Rhizopus oryzae lipase,10,Biorefinery Feedstocks & Biomass Processing
Trichoderma longibrachiatum (fungus),0,Industrial Enzymes & Fungal Bioprocessing
Prosopis (plant),14,Agricultural Residues & Biomass Valorization
Pore,13,Industrial Chemistry & Chemical Engineering
Car,27,Metabolic Engineering & Synthetic Biology
Polyethersulfone (PES),1,Inorganic Chemistry & Small Molecule Catalysis
Sulfur trioxide (SO3),23,Environmental Engineering & Waste Management
Glycogen synthase,22,Genetic Engineering Tools & Expression Systems
Sodium formate (HCOONa),7,Heterogeneous Catalysis & Materials
p-Nitrophenyl-β-D-glucopyranoside (pNPG),0,Industrial Enzymes & Fungal Bioprocessing
Nannochloropsis oculata (microalga),14,Agricultural Residues & Biomass Valorization
Acetohydroxy acid synthase (AHAS),27,Metabolic Engineering & Synthetic Biology
"2,2,4-Trimethylpentane (Isooctane)",13,Industrial Chemistry & Chemical Engineering
Thermobifida (bacterium),0,Industrial Enzymes & Fungal Bioprocessing
Epidermal cell,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Glyoxalase I,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Methylglyoxal,27,Metabolic Engineering & Synthetic Biology
Carotenoid synthase (CrtZ),27,Metabolic Engineering & Synthetic Biology
Methanol dehydrogenase,27,Metabolic Engineering & Synthetic Biology
ATP-citrate lyase,22,Genetic Engineering Tools & Expression Systems
Active site residue,7,Heterogeneous Catalysis & Materials
Arthrobacter (bacterium),27,Metabolic Engineering & Synthetic Biology
Inorganic phosphate,16,Marine & Algal Natural Products
Proteinogenic amino acid,12,Microbial Genetics & Synthetic Biology
One-electron process,7,Heterogeneous Catalysis & Materials
Low-density lipoprotein (LDL),29,Photosynthetic Pigments & Plant/Algal Physiology
High-performance anion-exchange chromatography with pulsed amperometric detection (HPAEC-PAD),0,Industrial Enzymes & Fungal Bioprocessing
Nanocrystalline cellulose,13,Industrial Chemistry & Chemical Engineering
Alkali chloride,23,Environmental Engineering & Waste Management
Ethylenediamine,13,Industrial Chemistry & Chemical Engineering
Bacteriocin,11,Microbial & Algal Bioprocessing
Alcohol acetyltransferase (ATF1),4,Plant Cell Wall Enzymes & Carbohydrate Processing
LEU2 gene (Saccharomyces cerevisiae),12,Microbial Genetics & Synthetic Biology
Liquefied petroleum gas (LPG),17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Diethyl carbonate,13,Industrial Chemistry & Chemical Engineering
Kappaphycus alvarezii (red alga),14,Agricultural Residues & Biomass Valorization
Iron(III) chloride (FeCl3),7,Heterogeneous Catalysis & Materials
Manganese(II) chloride (MnCl2),15,Animal & Human Cell Models
Cow dung,14,Agricultural Residues & Biomass Valorization
Paenibacillus (bacterium),0,Industrial Enzymes & Fungal Bioprocessing
Lecithin,14,Agricultural Residues & Biomass Valorization
Iron–sulfur cluster (Fe-S),9,Metabolic Enzymes & Cofactors
Mitogen-activated protein kinase (MAP kinase),2,Genomics & Genetic Engineering
Plastocyanin,24,Genetic Elements & Regulatory Sequences
Micrococcus (bacterium),0,Industrial Enzymes & Fungal Bioprocessing
Glucose isomerase,11,Microbial & Algal Bioprocessing
Aureobasidium pullulans (fungus),11,Microbial & Algal Bioprocessing
Bioactive molecule,16,Marine & Algal Natural Products
Ethyl methanesulfonate (EMS),11,Microbial & Algal Bioprocessing
Serum response factor (SRF),23,Environmental Engineering & Waste Management
Xylonic acid,11,Microbial & Algal Bioprocessing
Rapamycin,6,Eukaryotic Cell Biology & Organelles
Rhodotorula mucilaginosa (yeast),11,Microbial & Algal Bioprocessing
Enzymatic complex,11,Microbial & Algal Bioprocessing
Dead cell,29,Photosynthetic Pigments & Plant/Algal Physiology
Fertilizer,23,Environmental Engineering & Waste Management
Biofuel,23,Environmental Engineering & Waste Management
Streptomyces (bacterium),22,Genetic Engineering Tools & Expression Systems
Butyric acid,11,Microbial & Algal Bioprocessing
Allophycocyanin (APC),29,Photosynthetic Pigments & Plant/Algal Physiology
Ribosome binding site (RBS),12,Microbial Genetics & Synthetic Biology
Scytonema (cyanobacteria),11,Microbial & Algal Bioprocessing
Thrombin,29,Photosynthetic Pigments & Plant/Algal Physiology
Candida utilis (yeast),0,Industrial Enzymes & Fungal Bioprocessing
Ammonia nitrogen (NH3-N),14,Agricultural Residues & Biomass Valorization
Lipomyces starkeyi (yeast),11,Microbial & Algal Bioprocessing
Soluble fiber content (SFC),23,Environmental Engineering & Waste Management
Vegetative cell,2,Genomics & Genetic Engineering
Thiolase,24,Genetic Elements & Regulatory Sequences
Protein kinase C (PKC),11,Microbial & Algal Bioprocessing
Cinnamic acid,11,Microbial & Algal Bioprocessing
Gallic acid,11,Microbial & Algal Bioprocessing
Electric vertical takeoff and landing (eVTOL),20,"Engineering, Vehicles & Process Equipment"
Menthol,13,Industrial Chemistry & Chemical Engineering
Agro-waste,14,Agricultural Residues & Biomass Valorization
Enzymatic hydrolysate,0,Industrial Enzymes & Fungal Bioprocessing
"1,3-Propanediol (PDO)",7,Heterogeneous Catalysis & Materials
Aromatic acid,27,Metabolic Engineering & Synthetic Biology
International Conference on Learning Representations (ICLR),22,Genetic Engineering Tools & Expression Systems
Gas chromatography–mass spectrometry (GC-MS),11,Microbial & Algal Bioprocessing
Glucose-6-phosphate dehydrogenase (ZWF1),27,Metabolic Engineering & Synthetic Biology
Methylmalonyl-CoA,27,Metabolic Engineering & Synthetic Biology
Scheffersomyces stipitis (yeast),11,Microbial & Algal Bioprocessing
Multi-walled carbon nanotube (MWCNT),5,Electrocatalysis & CO2 Conversion
Hydroxytyrosol,27,Metabolic Engineering & Synthetic Biology
3-Dioxygenase,9,Metabolic Enzymes & Cofactors
Collagen,16,Marine & Algal Natural Products
Methionine (Met),15,Animal & Human Cell Models
MYB transcription factor,2,Genomics & Genetic Engineering
Potassium dihydrogen phosphate (KH2PO4),0,Industrial Enzymes & Fungal Bioprocessing
Mutant protein,2,Genomics & Genetic Engineering
Recombinant lipase,0,Industrial Enzymes & Fungal Bioprocessing
Rhizobacterium,0,Industrial Enzymes & Fungal Bioprocessing
Gasification product,23,Environmental Engineering & Waste Management
Mitogen-activated protein (MAP),12,Microbial Genetics & Synthetic Biology
Chlorogenic acid,27,Metabolic Engineering & Synthetic Biology
Gamete,6,Eukaryotic Cell Biology & Organelles
Genetic mutation,12,Microbial Genetics & Synthetic Biology
Xylanase A (xynA),0,Industrial Enzymes & Fungal Bioprocessing
Blade element,20,"Engineering, Vehicles & Process Equipment"
Microcystin-LR (MC-LR),15,Animal & Human Cell Models
Nitzschia (diatom),14,Agricultural Residues & Biomass Valorization
Chlorophyll fluorescence (Fv/Fm),29,Photosynthetic Pigments & Plant/Algal Physiology
Caffeine,13,Industrial Chemistry & Chemical Engineering
Alpha-galactosidase,0,Industrial Enzymes & Fungal Bioprocessing
Pleurotus ostreatus (fungus),0,Industrial Enzymes & Fungal Bioprocessing
Monoraphidium (microalga),11,Microbial & Algal Bioprocessing
Glycerol tri-linoleate (GTL),23,Environmental Engineering & Waste Management
Nutrient element,29,Photosynthetic Pigments & Plant/Algal Physiology
Tartaric acid,11,Microbial & Algal Bioprocessing
Transcriptional activator,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Net present value (NPV),17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Beta sheet,22,Genetic Engineering Tools & Expression Systems
Medium-chain dehydrogenase/reductase (MDR),20,"Engineering, Vehicles & Process Equipment"
Durian (Durio),14,Agricultural Residues & Biomass Valorization
Dioxin,23,Environmental Engineering & Waste Management
Asphaltene,23,Environmental Engineering & Waste Management
Phosphatidylserine decarboxylase (PSD),23,Environmental Engineering & Waste Management
Testosterone (TES),11,Microbial & Algal Bioprocessing
Neutral detergent fiber (NDF),14,Agricultural Residues & Biomass Valorization
Botryococcus (microalga),14,Agricultural Residues & Biomass Valorization
Multiple cloning site (MCS),13,Industrial Chemistry & Chemical Engineering
Endothelial cell,26,Cancer Biology & Human Disease Models
Stop codon,24,Genetic Elements & Regulatory Sequences
Filamentous actin (F-actin),6,Eukaryotic Cell Biology & Organelles
Ethidium bromide,11,Microbial & Algal Bioprocessing
4-Dioxygenase,27,Metabolic Engineering & Synthetic Biology
Xylopentaose,0,Industrial Enzymes & Fungal Bioprocessing
Xylotetraose,0,Industrial Enzymes & Fungal Bioprocessing
Photosynthetic gene,2,Genomics & Genetic Engineering
"Ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit (rbcS)",8,Photosynthesis & Light-Harvesting
Oxaloacetate (OAA),22,Genetic Engineering Tools & Expression Systems
Beta-glucanase,0,Industrial Enzymes & Fungal Bioprocessing
Phosphoglucomutase (PGM),22,Genetic Engineering Tools & Expression Systems
Deduced amino acid sequence,22,Genetic Engineering Tools & Expression Systems
Serine (Ser),22,Genetic Engineering Tools & Expression Systems
Upstream region,4,Plant Cell Wall Enzymes & Carbohydrate Processing
São Paulo (location),23,Environmental Engineering & Waste Management
rRNA gene,0,Industrial Enzymes & Fungal Bioprocessing
Filtrate,0,Industrial Enzymes & Fungal Bioprocessing
Polyhydroxyalkanoate synthase (PHAC),27,Metabolic Engineering & Synthetic Biology
Glutamate synthase,27,Metabolic Engineering & Synthetic Biology
Mannobiose,0,Industrial Enzymes & Fungal Bioprocessing
Polymorphic DNA,11,Microbial & Algal Bioprocessing
D-Lactate dehydrogenase,27,Metabolic Engineering & Synthetic Biology
Polyhydroxybutyrate synthase (PHB synthase),22,Genetic Engineering Tools & Expression Systems
Novozym 188 (enzyme),0,Industrial Enzymes & Fungal Bioprocessing
B3LYP (DFT functional),1,Inorganic Chemistry & Small Molecule Catalysis
Papain (enzyme),13,Industrial Chemistry & Chemical Engineering
UDP-glucose,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Raffinose (C18H32O16),3,Protein Structure & Cell Biology
Jatropha (plant),23,Environmental Engineering & Waste Management
Hydratase,9,Metabolic Enzymes & Cofactors
Tumor protein p53 (TP53),26,Cancer Biology & Human Disease Models
Sigma factor B (SigB),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Hydrodenitrogenation,7,Heterogeneous Catalysis & Materials
cDNA end,24,Genetic Elements & Regulatory Sequences
Anabaena variabilis (cyanobacterium),16,Marine & Algal Natural Products
Porphyra yezoensis (red alga),29,Photosynthetic Pigments & Plant/Algal Physiology
Chaetoceros muelleri (diatom),14,Agricultural Residues & Biomass Valorization
Carboxymethylcellulase,0,Industrial Enzymes & Fungal Bioprocessing
Polyacrylonitrile (PAN),3,Protein Structure & Cell Biology
Wild-type protein,22,Genetic Engineering Tools & Expression Systems
Coconut,14,Agricultural Residues & Biomass Valorization
